Loan_ID,Gender,Married,Dependents,Education,Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP103145,Male,No,1,Not Graduate,No,27130,0,69300,360,1,Semiurban,Y
LP103146,Male,Yes,3+,Graduate,,80580,23054,60500,360,1,Rural,Y
LP103147,Male,No,0,Graduate,No,62690,31360,68200,360,0,Semiurban,N
LP103148,Male,No,0,Graduate,,94610,0,70000,480,1,Urban,Y
LP103149,Female,No,0,Graduate,No,57940,7266,64600,360,1,Semiurban,Y
LP103150,Male,Yes,0,Graduate,No,29280,38667,66800,360,1,Rural,Y
LP103151,Female,No,1,Graduate,No,26470,0,67700,360,1,Semiurban,Y
LP103152,Male,Yes,0,Graduate,No,174350,0,65300,360,0,Rural,N
LP103153,Female,Yes,0,Not Graduate,No,51590,10367,69700,300,1,Semiurban,Y
LP103154,Male,Yes,1,Graduate,No,35440,2586,68200,300,1,Urban,Y
LP103155,Female,No,0,Graduate,No,22960,15538,70000,360,1,Urban,N
LP103156,Male,Yes,2,Graduate,Yes,20760,48148,65900,360,1,Semiurban,Y
LP103157,,No,0,Graduate,,19130,0,70000,360,1,Urban,N
LP103158,Male,Yes,0,Graduate,No,29860,19556,64700,360,1,Semiurban,Y
LP103159,Male,Yes,0,Graduate,No,69640,7639,70000,360,1,Rural,Y
LP103160,Male,Yes,3+,Graduate,No,61450,18192,61500,360,1,Urban,Y
LP103161,Male,Yes,2,Not Graduate,No,23400,23857,63300,360,0,Urban,N
LP103162,Male,Yes,0,Not Graduate,No,39820,12613,59700,360,1,Semiurban,Y
LP103163,Male,No,0,Graduate,No,37570,0,70000,360,1,Urban,Y
LP103164,Male,Yes,0,Graduate,No,30610,19355,67600,360,0,Urban,N
LP103165,Male,Yes,2,Graduate,No,49040,0,70000,360,1,Semiurban,Y
LP103166,Male,No,0,Graduate,No,346000,0,70000,360,1,Semiurban,Y
LP103167,Female,Yes,,Graduate,No,20850,65017,60600,360,1,Semiurban,Y
LP103168,Male,Yes,0,Graduate,No,15120,0,44700,180,,Rural,N
LP103169,Female,No,2,Graduate,Yes,34000,25734,69700,360,1,Semiurban,Y
LP103170,Male,No,0,Graduate,No,158130,0,70000,480,1,Rural,Y
LP103171,Male,No,0,Graduate,No,27510,15958,65400,360,1,Urban,Y
LP103172,Male,Yes,0,Not Graduate,No,29160,12695,61600,,1,Semiurban,Y
LP103173,Male,Yes,3+,Graduate,No,53360,0,64500,180,1,Semiurban,Y
LP103174,Male,Yes,0,Graduate,No,42750,11930,59700,360,1,Urban,Y
LP103175,Male,Yes,0,Not Graduate,No,54570,21741,70000,360,1,Urban,N
LP103176,Male,Yes,0,Graduate,Yes,52480,0,70000,360,1,Semiurban,Y
LP103177,Male,Yes,0,Graduate,No,48330,10995,70000,360,1,Rural,Y
LP103178,Female,No,0,Graduate,No,28290,28310,59600,240,0,Urban,N
LP103179,Male,No,2,Not Graduate,No,47910,0,70000,360,1,Urban,N
LP103180,Male,Yes,0,Graduate,No,36060,19399,66900,360,1,Rural,Y
LP103181,Male,Yes,1,Graduate,Yes,64700,0,64600,360,1,Rural,Y
LP103182,Male,Yes,3+,Graduate,No,27890,0,70000,360,1,Semiurban,Y
LP103183,Female,Yes,0,Graduate,No,46570,16015,66200,360,1,Semiurban,Y
LP103184,Male,Yes,0,Not Graduate,No,33010,34956,70000,360,0,Rural,N
LP103185,Male,Yes,0,Graduate,No,52780,0,70000,360,,Rural,Y
LP103186,Male,No,0,Graduate,No,52500,39572,70000,360,1,Rural,Y
LP103187,Male,No,2,Graduate,No,36750,0,70000,360,1,Urban,Y
LP103188,Male,Yes,0,Graduate,No,201140,15009,70000,360,1,Semiurban,Y
LP103189,Female,Yes,0,Graduate,Yes,42120,16722,63300,360,1,Rural,Y
LP103190,Male,Yes,0,Graduate,No,38030,0,70000,360,,Semiurban,N
LP103191,Male,Yes,0,Graduate,No,47590,11066,58500,360,1,Semiurban,Y
LP103192,Male,No,0,Graduate,No,93350,0,56300,360,0,Rural,N
LP103193,Male,No,0,Graduate,No,23150,0,70000,360,1,Semiurban,Y
LP103194,Male,Yes,0,Graduate,No,21080,36223,62000,360,1,Semiurban,Y
LP103195,Female,Yes,1,Graduate,No,51990,26293,61500,360,0,Urban,N
LP103196,Male,No,2,Graduate,No,48300,17948,64900,360,1,Rural,Y
LP103197,Male,Yes,,Graduate,No,77980,18922,70000,360,0,Semiurban,N
LP103198,Female,No,0,Not Graduate,Yes,26840,32457,56700,360,1,Rural,Y
LP103199,Male,Yes,0,Not Graduate,Yes,34070,0,62100,360,1,Semiurban,Y
LP103200,Male,No,3+,Not Graduate,No,25110,14909,70000,180,,Semiurban,N
LP103201,Female,Yes,0,Graduate,No,43840,12892,60800,360,,Urban,Y
LP103202,Male,Yes,0,Graduate,No,25140,20927,70000,480,,Semiurban,N
LP103203,Male,No,3+,Graduate,No,154740,0,60700,360,0,Semiurban,N
LP103204,Female,Yes,0,Graduate,No,28980,0,70000,360,0,Urban,N
LP103205,Male,Yes,0,Graduate,Yes,29450,20781,64200,360,1,Rural,Y
LP103206,Male,No,0,Not Graduate,No,18970,7771,60600,360,0,Semiurban,N
LP103207,Male,Yes,0,Graduate,No,26350,0,70000,360,0,Semiurban,N
LP103208,Male,No,1,Graduate,No,33070,0,67100,360,1,Urban,Y
LP103209,Male,Yes,0,Not Graduate,No,41870,0,57700,360,1,Urban,N
LP103210,Male,No,1,Graduate,Yes,70720,30248,70000,360,1,Semiurban,Y
LP103211,Female,No,0,Not Graduate,No,33880,17875,70000,360,,Rural,N
LP103212,,Yes,,Graduate,Yes,23180,17881,67100,180,1,Semiurban,Y
LP103213,Male,No,2,Graduate,No,31970,21943,70000,360,,Urban,N
LP103214,Male,Yes,0,Graduate,No,25090,0,70000,360,1,Rural,Y
LP103215,Male,Yes,2,Not Graduate,Yes,45990,45353,70000,360,1,Rural,Y
LP103216,Male,No,0,Graduate,No,34670,0,70000,360,0,Urban,N
LP103217,Male,Yes,0,Graduate,Yes,170000,0,62900,360,1,Rural,Y
LP103218,Female,Yes,1,Graduate,No,49660,14212,65700,360,1,Rural,Y
LP103219,Male,No,0,Graduate,No,40270,18218,63500,180,1,Semiurban,Y
LP103220,Male,No,1,Graduate,No,38040,11371,67800,360,1,Semiurban,Y
LP103221,Male,Yes,1,Not Graduate,No,36810,24377,70000,360,1,Semiurban,Y
LP103222,,Yes,2,Graduate,No,319100,0,70000,360,0,Urban,N
LP103223,Male,No,1,Graduate,,56060,65808,70000,360,1,Rural,Y
LP103224,Male,No,1,Graduate,Yes,25770,30515,63200,360,0,Rural,N
LP103225,Male,No,0,Graduate,No,39540,0,64200,360,0,Urban,N
LP103226,Female,Yes,2,Graduate,Yes,97530,0,61600,360,1,Urban,Y
LP103227,Female,Yes,0,Graduate,No,25300,10924,63600,360,1,Semiurban,Y
LP103228,Male,Yes,1,Graduate,No,93240,5056,56300,360,1,Rural,Y
LP103229,Male,No,1,Graduate,No,28730,0,70000,360,1,Semiurban,Y
LP103230,Male,No,,Graduate,Yes,25870,0,62300,480,1,Semiurban,Y
LP103231,Male,Yes,0,Graduate,No,38950,22195,70000,360,1,Urban,Y
LP103232,Male,Yes,0,Graduate,No,84690,31979,63500,360,1,Semiurban,Y
LP103233,Female,Yes,1,Graduate,No,28080,0,61600,360,1,Semiurban,Y
LP103234,Male,No,0,Graduate,No,77920,24288,70000,360,1,Semiurban,Y
LP103235,Male,Yes,,Graduate,No,20100,0,64700,360,1,Semiurban,Y
LP103236,Female,No,0,Graduate,No,83010,36690,67200,360,,Semiurban,Y
LP103237,Male,No,2,Graduate,No,29470,6469,67600,360,1,Rural,Y
LP103238,Male,Yes,0,Graduate,Yes,301010,0,57200,180,1,Semiurban,Y
LP103239,Male,No,2,Graduate,No,124720,37997,58600,360,1,Semiurban,Y
LP103240,Male,No,0,Not Graduate,No,17760,0,58000,360,1,Semiurban,Y
LP103241,Female,Yes,0,Graduate,No,27800,18137,68500,360,1,Urban,Y
LP103242,Male,Yes,0,Graduate,No,37180,0,70000,360,1,Semiurban,Y
LP103243,Male,Yes,0,Graduate,No,29730,26273,65500,360,0,Rural,N
LP103244,Male,Yes,0,Graduate,No,22510,0,67000,360,1,Rural,Y
LP103245,Male,Yes,0,Not Graduate,Yes,34140,19434,59700,360,1,Urban,Y
LP103246,Female,Yes,0,Not Graduate,No,45890,27710,70000,360,1,Urban,Y
LP103247,,No,2,Graduate,,68030,7202,70000,360,1,Urban,Y
LP103248,Female,Yes,0,Graduate,No,64700,22070,70000,84,1,Semiurban,Y
LP103249,Male,Yes,0,Graduate,No,25990,45857,70000,360,1,Semiurban,Y
LP103250,Male,No,0,Graduate,No,38350,36686,70000,360,1,Rural,Y
LP103251,Male,No,2,Graduate,No,37530,62257,66800,360,,Rural,N
LP103252,Male,Yes,1,Graduate,Yes,80210,15572,70000,360,1,Rural,Y
LP103253,Female,Yes,0,Graduate,No,56370,26630,59600,360,1,Semiurban,Y
LP103254,Male,Yes,0,Graduate,Yes,67400,10134,70000,360,1,Semiurban,Y
LP103255,Male,Yes,0,Graduate,No,49570,0,62100,360,1,Urban,Y
LP103256,,Yes,1,Graduate,Yes,58620,6294,70000,300,,Urban,N
LP103257,Male,Yes,3+,Not Graduate,No,21370,5319,70000,360,,Semiurban,N
LP103258,Male,Yes,1,Graduate,Yes,32250,0,70000,360,1,Rural,Y
LP103259,Male,Yes,0,Graduate,No,50280,44534,63200,360,1,Urban,Y
LP103260,Male,Yes,1,Graduate,No,37640,48038,70000,360,1,Semiurban,Y
LP103261,Male,Yes,0,Graduate,No,19560,0,70000,360,1,Urban,Y
LP103262,Male,Yes,3+,Graduate,No,16910,0,64500,360,1,Rural,Y
LP103263,Male,Yes,1,Graduate,No,35510,22766,70000,360,0,Rural,N
LP103264,Male,Yes,0,Graduate,No,35870,0,70000,360,0,Semiurban,N
LP103265,Male,Yes,0,Graduate,No,14360,0,57000,,1,Urban,Y
LP103266,Male,No,0,Graduate,No,34970,0,59900,360,1,Semiurban,Y
LP103267,Female,Yes,0,Graduate,No,20240,27022,70000,360,1,Rural,N
LP103268,Male,Yes,2,Graduate,No,42930,10287,70000,360,0,Urban,N
LP103269,Male,Yes,0,Graduate,,28890,9576,62100,360,1,Semiurban,Y
LP103270,Male,No,0,Graduate,No,35390,32070,70000,360,0,Semiurban,N
LP103271,Male,Yes,1,Graduate,No,23360,24465,65800,360,0,Urban,N
LP103272,Male,Yes,0,Graduate,No,28680,0,62400,360,0,Rural,N
LP103273,Male,Yes,0,Graduate,Yes,25480,0,57000,360,1,Semiurban,Y
LP103274,Female,Yes,1,Graduate,No,34690,0,70000,360,1,Rural,Y
LP103275,Male,No,2,Graduate,No,22850,12970,62400,360,1,Semiurban,Y
LP103276,Male,Yes,0,Graduate,No,21230,0,69500,360,1,Urban,Y
LP103277,Female,No,2,Graduate,No,88140,0,70000,360,1,Urban,Y
LP103278,Male,Yes,0,Graduate,No,136450,0,70000,180,0,Urban,N
LP103279,Male,Yes,1,Graduate,No,26570,0,67800,360,1,Semiurban,Y
LP103280,Male,No,0,Graduate,No,40080,0,70000,360,1,Rural,N
LP103281,Male,No,0,Graduate,No,34610,15835,70000,360,1,Semiurban,Y
LP103282,Male,Yes,0,Graduate,No,48000,28484,70000,360,,Rural,Y
LP103283,Male,Yes,0,Graduate,No,28670,0,60700,360,1,Semiurban,Y
LP103284,,No,0,Graduate,No,28090,15330,70000,360,0,Semiurban,N
LP103285,Female,Yes,1,Graduate,Yes,12920,0,40600,360,,Rural,N
LP103286,Female,Yes,1,Not Graduate,No,18410,41057,70000,300,1,Semiurban,Y
LP103287,Male,Yes,,Graduate,No,76320,15571,62900,,1,Urban,Y
LP103288,Female,Yes,0,Not Graduate,No,188810,21793,70000,180,0,Semiurban,N
LP103289,Male,Yes,1,Graduate,No,847380,35395,70000,360,1,Urban,Y
LP103290,,No,2,Graduate,,123720,0,70000,360,1,Urban,Y
LP103291,Male,Yes,1,Graduate,,23680,6896,70000,,1,Urban,Y
LP103292,Male,Yes,1,Graduate,No,39900,11485,61000,360,1,Urban,Y
LP103293,Male,Yes,0,Graduate,No,19190,0,60900,300,1,Rural,Y
LP103294,Male,No,0,Graduate,No,27210,9449,70000,360,1,Semiurban,Y
LP103295,Male,Yes,3+,Graduate,No,77790,30686,70000,300,1,Rural,Y
LP103296,Male,No,2,Graduate,No,36270,0,70000,360,1,Rural,Y
LP103297,Male,Yes,0,Graduate,No,70860,18940,66100,360,1,Rural,Y
LP103298,Male,No,1,Not Graduate,No,24710,0,70000,360,1,Urban,N
LP103299,Male,Yes,0,Graduate,No,333180,0,59600,360,0,Semiurban,N
LP103300,Male,Yes,3+,Graduate,No,46400,9703,70000,360,1,Urban,Y
LP103301,Male,Yes,0,Graduate,No,33420,10692,56000,360,0,Rural,N
LP103302,Male,No,3+,Graduate,No,19540,0,67500,,1,Urban,Y
LP103303,Male,No,0,Graduate,No,55230,0,70000,360,1,Rural,Y
LP103304,Female,Yes,0,Graduate,No,85970,7812,70000,,1,Semiurban,Y
LP103305,Male,No,1,Graduate,No,46900,0,68900,360,0,Semiurban,N
LP103306,Male,No,0,Graduate,No,27160,13498,62900,360,1,Urban,N
LP103307,Male,Yes,0,Graduate,No,93630,10766,70000,360,1,Rural,Y
LP103308,Male,Yes,2,Not Graduate,No,37210,10982,59300,360,0,Semiurban,N
LP103309,Male,No,0,Graduate,No,41120,0,70000,360,1,Semiurban,Y
LP103310,Male,Yes,0,Not Graduate,No,35590,15666,66000,360,1,Rural,N
LP103311,Male,Yes,0,Graduate,No,24200,0,70000,360,1,Semiurban,Y
LP103312,Male,Yes,0,Graduate,No,28080,0,67600,180,1,Urban,Y
LP103313,Male,Yes,0,Graduate,No,51140,24419,70000,360,1,Rural,Y
LP103314,Male,Yes,2,Graduate,No,23450,0,70000,360,1,Urban,Y
LP103315,Female,Yes,2,Graduate,No,141800,28379,63400,360,1,Semiurban,Y
LP103316,Female,Yes,1,Graduate,No,17170,0,67600,360,1,Urban,Y
LP103317,Male,Yes,1,Not Graduate,No,46490,12149,68400,360,1,Semiurban,Y
LP103318,Male,No,0,Graduate,No,47060,0,70000,360,1,Urban,Y
LP103319,Male,No,1,Graduate,,25820,0,70000,360,1,Semiurban,Y
LP103320,Female,Yes,0,Graduate,No,16160,6809,67100,360,0,Rural,N
LP103321,Male,No,0,Not Graduate,No,37200,21129,70000,360,1,Semiurban,Y
LP103322,Female,Yes,2,Not Graduate,No,24230,26522,64500,360,1,Urban,Y
LP103323,Male,Yes,0,Graduate,No,17230,17378,64100,360,1,Semiurban,Y
LP103324,Male,Yes,0,Graduate,No,21110,0,61400,360,1,Rural,Y
LP103325,Male,Yes,2,Graduate,Yes,27150,18602,70000,360,1,Semiurban,Y
LP103326,,Yes,0,Graduate,Yes,24720,0,57500,360,,Rural,N
LP103327,Female,No,0,Graduate,No,30620,0,70000,360,1,Urban,Y
LP103328,Male,Yes,1,Graduate,No,57260,0,70000,360,1,Urban,Y
LP103329,Male,No,1,Not Graduate,No,94500,29852,58700,360,1,Rural,Y
LP103330,Male,Yes,3+,Graduate,No,21890,0,65800,360,1,Semiurban,Y
LP103331,Female,Yes,2,Graduate,Yes,183590,42939,60200,360,0,Urban,N
LP103332,Female,Yes,1,Graduate,No,11970,11209,61700,180,1,Urban,Y
LP103333,Female,No,0,Graduate,No,47200,16007,70000,240,1,Urban,Y
LP103334,Male,No,1,Graduate,Yes,43020,12584,70000,360,1,Rural,Y
LP103335,Male,Yes,2,Graduate,No,37850,0,70000,360,1,Urban,N
LP103336,Male,No,0,Graduate,No,33940,36434,70000,360,,Rural,N
LP103337,Male,No,,Not Graduate,No,40820,22140,70000,360,1,Semiurban,Y
LP103338,Male,Yes,2,Not Graduate,No,30240,13494,67000,360,1,Urban,N
LP103339,Male,Yes,0,Graduate,No,29960,22908,57500,360,1,Semiurban,Y
LP103340,Male,Yes,2,Not Graduate,No,30120,21514,70000,360,1,Urban,Y
LP103341,Male,No,3+,Not Graduate,No,92640,0,66700,360,0,Urban,N
LP103342,Male,No,3+,Graduate,No,53880,14868,64600,360,1,Urban,Y
LP103343,Male,Yes,0,Graduate,No,62510,14154,70000,180,1,Urban,Y
LP103344,Male,Yes,0,Graduate,No,14550,9875,57000,360,0,Urban,N
LP103345,Female,Yes,3+,Graduate,No,15680,14642,70000,360,1,Urban,N
LP103346,Male,Yes,0,Graduate,No,36710,49437,63600,360,1,Urban,Y
LP103347,Male,Yes,0,Graduate,No,162550,15853,64000,360,1,Semiurban,Y
LP103348,Male,Yes,1,Graduate,No,52880,0,56000,360,1,Urban,Y
LP103349,Male,No,2,Not Graduate,No,13460,20826,63800,,0,Semiurban,N
LP103350,Male,No,0,Graduate,No,51500,0,70000,360,0,Urban,N
LP103351,Male,Yes,2,Graduate,No,18710,35912,70000,360,1,Urban,Y
LP103352,Female,No,0,Not Graduate,No,42400,14093,66900,360,1,Rural,Y
LP103353,Male,No,0,Graduate,No,48400,0,64400,360,1,Rural,Y
LP103354,Male,Yes,0,Graduate,No,521770,20165,70000,360,0,Rural,N
LP103355,Male,Yes,1,Graduate,No,40710,0,58400,480,1,Semiurban,Y
LP103356,Male,Yes,0,Not Graduate,No,29610,0,60100,360,1,Semiurban,N
LP103357,Male,Yes,0,Graduate,No,24830,29756,70000,360,1,Urban,Y
LP103358,Male,Yes,0,Graduate,No,24760,18874,64700,360,0,Rural,N
LP103359,Male,Yes,3+,Graduate,No,29360,24100,70000,180,1,Urban,Y
LP103360,Female,Yes,3+,Graduate,No,42300,33695,69300,180,1,Urban,Y
LP103361,Male,No,1,Graduate,No,28940,15377,70000,360,1,Urban,Y
LP103362,Female,Yes,0,Not Graduate,No,23430,13850,70000,360,1,Rural,N
LP103363,Male,Yes,1,Graduate,No,43140,0,70000,300,1,Semiurban,Y
LP103364,Male,No,2,Not Graduate,No,51180,0,70000,360,1,Urban,Y
LP103365,Male,Yes,3+,Graduate,Yes,24040,30465,70000,360,1,Semiurban,Y
LP103366,Male,Yes,1,Not Graduate,No,301330,23171,64900,360,1,Urban,Y
LP103367,Male,No,0,Graduate,No,411950,11365,59700,360,1,Semiurban,Y
LP103368,Male,No,0,Graduate,No,20790,6219,70000,360,1,Urban,N
LP103369,Male,Yes,1,Graduate,Yes,71380,26774,70000,360,1,Urban,Y
LP103370,Male,Yes,2,Not Graduate,,35510,21388,69200,360,1,Rural,Y
LP103371,Male,Yes,2,Graduate,No,21940,78436,70000,360,1,Rural,Y
LP103372,Male,No,2,Graduate,No,38580,19307,70000,360,1,Semiurban,Y
LP103373,Male,Yes,2,Graduate,No,50470,24130,70000,360,1,Urban,Y
LP103374,Male,Yes,2,Not Graduate,No,40260,0,70000,480,1,Semiurban,N
LP103375,Male,Yes,0,Graduate,No,25510,23992,64400,360,1,Rural,Y
LP103376,Male,Yes,0,Not Graduate,No,413240,40532,57100,360,0,Urban,N
LP103377,Female,Yes,3+,Not Graduate,No,74570,0,70000,360,1,Urban,Y
LP103378,Male,Yes,0,Graduate,Yes,28920,0,63900,360,1,Semiurban,Y
LP103379,Male,No,1,Not Graduate,,23320,16766,70000,360,0,Urban,N
LP103380,Male,Yes,0,Not Graduate,No,138130,0,65000,360,1,Semiurban,Y
LP103381,Male,Yes,0,Graduate,,59570,6549,60900,360,1,Semiurban,Y
LP103382,Male,No,1,Graduate,No,72460,0,70000,360,,Urban,N
LP103383,Male,No,3+,Graduate,No,121510,13995,70000,360,1,Semiurban,Y
LP103384,Male,Yes,3+,Graduate,No,23080,6699,70000,300,1,Urban,Y
LP103385,Male,Yes,0,Graduate,No,52730,18894,58300,180,1,Rural,Y
LP103386,Male,Yes,0,Graduate,No,20370,8313,57000,360,1,Rural,Y
LP103387,Male,Yes,2,Graduate,No,31300,49217,57000,360,1,Urban,Y
LP103388,Male,No,0,Graduate,No,32390,7337,70000,360,1,Urban,Y
LP103389,Female,Yes,2,Graduate,No,115280,15351,59800,360,0,Rural,N
LP103390,Male,Yes,0,Graduate,No,10810,17501,57900,180,1,Rural,N
LP103391,Male,Yes,0,Graduate,No,32810,27455,70000,360,1,Urban,Y
LP103392,Female,Yes,0,Graduate,No,405120,35544,62500,360,1,Urban,Y
LP103393,Male,Yes,2,Graduate,No,32260,9308,70000,360,,Urban,N
LP103394,Male,Yes,0,Graduate,No,115910,18734,60900,360,0,Urban,Y
LP103395,Male,No,1,Graduate,No,36630,17821,58700,360,1,Rural,Y
LP103396,Male,Yes,2,Graduate,Yes,39800,16580,70000,360,1,Semiurban,Y
LP103397,Male,Yes,0,Not Graduate,No,28120,0,70000,180,1,Semiurban,Y
LP103398,Male,No,0,Not Graduate,No,28460,0,65100,360,1,Rural,N
LP103399,Male,Yes,1,Graduate,,35870,13050,69400,360,0,Rural,N
LP103400,Male,Yes,2,Not Graduate,No,26410,19273,70000,360,0,Rural,N
LP103401,Male,Yes,2,Not Graduate,No,32460,0,57900,360,0,Semiurban,N
LP103402,Male,No,0,Not Graduate,No,71630,3685,70000,360,0,Semiurban,N
LP103403,Male,Yes,0,Graduate,No,59500,38186,59100,360,1,Rural,Y
LP103404,Male,No,0,Graduate,No,14320,0,70000,360,1,Rural,N
LP103405,Male,Yes,0,Graduate,No,108760,14468,68800,480,1,Rural,Y
LP103406,Male,Yes,1,Graduate,Yes,19320,11338,59600,360,1,Urban,Y
LP103407,Male,Yes,0,Not Graduate,No,68610,51738,65100,360,1,Urban,Y
LP103408,Male,Yes,2,Graduate,No,55470,38775,68700,360,1,Rural,Y
LP103409,Male,Yes,3+,Not Graduate,No,50370,0,59500,360,1,Semiurban,Y
LP103410,Male,Yes,0,Graduate,No,21900,13199,68800,360,1,Semiurban,Y
LP103411,Male,No,0,Graduate,No,45370,8685,50100,84,0,Urban,N
LP103412,Female,Yes,0,Graduate,No,50180,15653,70000,360,1,Rural,Y
LP103413,Male,Yes,0,Graduate,No,30750,27699,70000,360,0,Semiurban,N
LP103414,Male,Yes,0,Graduate,,174400,0,70000,360,1,Rural,Y
LP103415,Female,Yes,3+,Graduate,No,30950,0,57800,360,,Rural,N
LP103416,Female,Yes,0,Graduate,No,61340,0,70000,360,0,Semiurban,N
LP103417,Male,Yes,0,Graduate,No,69830,26164,67600,360,1,Urban,Y
LP103418,Male,No,0,Graduate,No,47540,15016,59300,360,1,Urban,Y
LP103419,Female,Yes,0,Graduate,Yes,42160,0,65900,360,1,Urban,Y
LP103420,Male,Yes,0,Graduate,No,63060,31477,70000,360,1,Urban,Y
LP103421,Female,Yes,0,Graduate,No,33500,13213,61200,360,0,Urban,N
LP103422,Male,Yes,2,Graduate,No,58370,11849,66100,180,0,Rural,N
LP103423,Male,No,0,Graduate,No,19310,0,35700,180,1,Semiurban,Y
LP103424,Male,No,2,Graduate,No,18070,26009,57800,360,1,Rural,N
LP103425,Male,No,0,Not Graduate,No,20460,0,65700,360,1,Urban,N
LP103426,Male,Yes,1,Graduate,No,80190,0,58700,180,1,Urban,Y
LP103427,Male,Yes,1,Graduate,,14260,0,52500,360,,Semiurban,N
LP103428,Male,No,0,Graduate,No,78110,0,68400,360,1,Semiurban,Y
LP103429,Female,Yes,0,Not Graduate,No,40030,0,4600,12,1,Semiurban,Y
LP103430,Male,Yes,3+,Not Graduate,No,126060,0,70000,360,1,Semiurban,Y
LP103431,Male,Yes,0,Not Graduate,No,28490,22973,63800,360,1,Semiurban,Y
LP103432,Male,Yes,0,Graduate,No,35790,35051,70000,360,1,Semiurban,Y
LP103433,Male,No,2,Graduate,No,38320,0,70000,360,1,Urban,Y
LP103434,Male,Yes,0,Graduate,No,146200,0,70000,360,1,Semiurban,Y
LP103435,Male,No,1,Graduate,No,107410,17473,70000,360,1,Rural,Y
LP103436,Male,No,0,Graduate,No,160690,0,65800,360,1,Semiurban,Y
LP103437,Male,Yes,3+,Graduate,No,16860,0,70000,360,0,Semiurban,N
LP103438,,Yes,0,Graduate,No,19840,28241,65500,360,1,Semiurban,Y
LP103439,Male,Yes,2,Not Graduate,Yes,39310,0,62300,360,1,Semiurban,Y
LP103440,Male,Yes,2,Graduate,No,33510,18282,70000,360,1,Urban,Y
LP103441,Male,Yes,2,Graduate,No,42570,13079,70000,360,1,Rural,Y
LP103442,Male,Yes,1,Graduate,No,25650,0,68100,360,1,Rural,Y
LP103443,Male,Yes,0,Not Graduate,No,39760,10052,62800,360,0,Urban,N
LP103444,Male,Yes,0,Graduate,No,43750,6510,69600,360,1,Rural,Y
LP103445,Male,Yes,2,Not Graduate,No,57850,24008,59900,360,1,Rural,Y
LP103446,Female,No,3+,Graduate,Yes,40850,0,66900,360,1,Semiurban,Y
LP103447,Male,Yes,0,Not Graduate,No,56650,49113,64800,360,1,Urban,Y
LP103448,Female,Yes,1,Not Graduate,No,245530,5991,70000,360,0,Semiurban,N
LP103449,Male,Yes,3+,Graduate,No,20470,12428,67000,180,,Semiurban,N
LP103450,Male,Yes,2,Not Graduate,No,135700,24666,70000,360,,Urban,N
LP103451,Male,No,1,Not Graduate,Yes,26260,20224,70000,360,1,Urban,N
LP103452,Male,Yes,2,Graduate,No,25910,0,70000,360,0,Rural,N
LP103453,Female,No,2,Graduate,No,27650,0,61500,360,1,Semiurban,Y
LP103454,Female,Yes,3+,Not Graduate,No,19330,10390,60700,240,1,Urban,N
LP103455,Male,Yes,0,Not Graduate,No,19810,10067,59300,180,1,Semiurban,Y
LP103456,Male,Yes,0,Not Graduate,No,251390,0,60000,360,1,Semiurban,Y
LP103457,Male,No,0,Graduate,No,23750,0,70000,360,1,Rural,Y
LP103458,Male,Yes,0,Not Graduate,,648230,24308,63100,360,1,Semiurban,Y
LP103459,Male,Yes,3+,Graduate,No,39560,10803,64800,480,1,Semiurban,Y
LP103460,Male,No,2,Graduate,Yes,49890,12800,64700,360,0,Semiurban,N
LP103461,,No,0,Not Graduate,No,38460,0,63200,360,1,Urban,Y
LP103462,Male,Yes,1,Graduate,No,115220,17068,61000,360,1,Urban,Y
LP103463,Male,No,1,Graduate,,61060,11857,70000,360,0,Semiurban,N
LP103464,Male,Yes,3+,Not Graduate,No,35840,52316,70000,360,1,Rural,N
LP103465,Male,No,0,Graduate,No,91710,53640,65000,360,1,Semiurban,Y
LP103466,Male,Yes,3+,Not Graduate,No,204270,0,70000,360,1,Urban,Y
LP103467,Male,No,0,Graduate,No,28260,26424,69300,360,1,Urban,Y
LP103468,Male,Yes,0,Graduate,No,56400,0,70000,360,1,Semiurban,Y
LP103469,Male,No,0,Graduate,No,194010,7048,58100,360,1,Semiurban,Y
LP103470,Male,Yes,0,Graduate,No,26240,0,67000,360,1,Rural,Y
LP103471,Male,Yes,0,Graduate,No,32570,17291,70000,180,1,Rural,Y
LP103472,Male,Yes,0,Graduate,No,193870,20115,70000,360,1,Urban,Y
LP103473,Male,Yes,0,Graduate,No,19960,0,70000,300,1,Urban,N
LP103474,Male,Yes,0,Graduate,No,43200,0,70000,360,1,Semiurban,Y
LP103475,Male,No,0,Graduate,No,47920,25297,70000,360,1,Urban,Y
LP103476,Male,No,2,Graduate,No,59210,29820,67600,360,1,Urban,Y
LP103477,Female,Yes,1,Graduate,No,44760,0,65400,360,1,Rural,Y
LP103478,Male,No,3+,Not Graduate,No,35270,6674,63900,360,1,Urban,N
LP103479,Male,Yes,1,Graduate,No,172880,0,70000,360,1,Semiurban,Y
LP103480,Male,Yes,0,Graduate,No,39970,0,70000,360,1,Semiurban,Y
LP103481,Male,Yes,1,Graduate,Yes,41140,8405,70000,360,0,Rural,N
LP103482,Male,Yes,2,Not Graduate,No,22380,34012,70000,360,1,Semiurban,Y
LP103483,Female,Yes,0,Graduate,No,35760,0,70000,360,1,Urban,Y
